TaxonId,Organismgrupp,Svenska,Latin,R20,ÅGP,Tu,Si,N2,AD,FD,ASF,0.5,PFS,Ca,SV,Sk,Information
191,Mossor,körsbärsbryum,Bryum blindii,Nära hotad NT,,,,,,,,,,,0-0,,Rödlistekriterium 2020: D1
192,Mossor,potatisbryum,Bryum bornholmense,Nära hotad NT,,,,,,,,,,,0-0,,Rödlistekriterium 2020: D1
195,Mossor,stor silverbryum,Bryum funkii,Starkt hotad EN,,,,,,,,,,,0-0,,"Rödlistekriterium 2020: B2ab(ii,iii,v); C2a(i)"
200,Mossor,dvärgbryum,Bryum oblongum,Nära hotad NT,,,,,,,,,,,0-0,,Rödlistekriterium 2020: D1
203,Mossor,karlsöbryum,Bryum torquescens,Nationellt utdöd RE,,,,,,,,,,,0-0,,
204,Mossor,halsbryum,Bryum turbinatum,Sårbar VU,,,,,,,,,,,0-0,,"Rödlistekriterium 2020: B2ab(ii,iii,v); D1"
207,Mossor,tegelbryum,Ptychostomum wrightii,Starkt hotad EN,,,,,,,,,,,MH-MH,,"Rödlistekriterium 2020: D

Signalvärde: Mycket högt

Tegelbryum förekommer enbart på några platser i Jämtland. Den förkommer enbart i blekekärr där den växer på våt kalklera. Denna miljö är mycket sällsynt i landet och alla förekomster av arten är starkt skyddsvärda."
211,Svampar,gult markskinn,Tretomyces lutescens,Sårbar VU,,,,,,,,,,,0-0,,Rödlistekriterium 2020: D1
213,Lavar,vedspik,Calicium abietinum,Sårbar VU,,,,,,,,,,,0-0,,Rödlistekriterium 2020: A2bc+3bc+4bc; D1
216,Lavar,skuggspiklav,Calicium lenticulare,Akut hotad CR,,,,,,,,,,,0-0,,Rödlistekriterium 2020: D
218,Lavar,ekspik,Calicium quercinum,Sårbar VU,,,,x,,,,,,,0-0,,"Rödlistekriterium 2020: A2bc+3bc+4bc; D1

Trädklädd betesmark (9070)"
220,Svampar,gullklubba,Calocera glossoides,Nära hotad NT,,,,,,,,,,,0-0,,Rödlistekriterium 2020: D1
222,Lavar,visingsölav,Calogaya biatorina,Starkt hotad EN,,,,,,,,,,,O-O,,"Rödlistekriterium 2020: D

Signalvärde: Obestämt"
225,Lavar,dvärgpraktlav,Calogaya lobulata,Akut hotad CR,,,,,,,,,,,O-O,,"Rödlistekriterium 2020: D

Signalvärde: Obestämt

Växer på tunna grenar och kvistar i kulturmiljöer med mycket näringsrikt stoft. Har troligtvis minskat mycket starkt på grund av luftföroreningar på lokalerna. "
226,Lavar,skuggorangelav,Caloplaca lucifuga,Nära hotad NT,,,,,,,,,,,P-H,,"Rödlistekriterium 2020: A2bc+3bc+4bc

Signalvärde: Påtagligt-Högt

Skuggorangelav är knuten till gamla ädellövträd, främst ek i halvöppna till slutna skogsbestånd och trädklädd betesmark. Den förekommer ofta tillsammans med andra ovanliga och rödlistade arter."
227,Lavar,härjedalslav,Leproplaca proteus,Akut hotad CR,,,,,,,,,,,O-O,,"Rödlistekriterium 2020: D

Signalvärde: Obestämt

Härjedalslav har endast en känd lokal i Sverige, ett numera skogbevuxet f.d. marmorbrott nära Funäsdalen i Jämtlands län. Signalvärdet för denna art är svårt att bedöma, men lokalen hyser även ett flertal andra rödlistade och sällsynta arter."
228,Lavar,kraterorangelav,Caloplaca ulcerosa,Starkt hotad EN,,,,,,,,,,,0-0,,Rödlistekriterium 2020: A3bc
231,Mossor,blå säckmossa,Calypogeia azurea,Sårbar VU,,,,,,,,,,,0-0,,Rödlistekriterium 2020: B2ab(iii)
232,Mossor,vedsäckmossa,Calypogeia suecica,Sårbar VU,,,,,,,,,,,H-H,,"Rödlistekriterium 2020: C1+2a(i)

Signalvärde: Högt

Vedsäckmossa signalerar naturskog med höga naturvärden. Den indikerar god och kontinuerlig tillgång på skuggigt liggande grova granlågor som man idag sällan finner i brukade skogar. Arten indikerar även skyddsvärda alsumpskogar med riklig och kontinuerlig förekomst av död ved. Ca 100 lokaler i Sverige."
233,Kärlväxter,norna,Calypso bulbosa,Sårbar VU,,,,x,"II, IV",,7§,,,,MH-MH,,"Rödlistekriterium 2020: A2b

Taiga (9010)

Arten är listad i bilaga 2 till art- och habitatdirektivet eftersom den har sådant unionsintresse att särskilda bevarandeområden behöver utses. Arten finns upptagen i bilaga 4 till art- och habitatdirektivet därför att den kräver noggrant skydd.

Norna (Calypso bulbosa) är fridlyst enligt 7 § i hela landet.

Signalvärde: Mycket högt

Norna är en sällsynt orkidé knuten tilI skog på kalkrik mark. På samma lokaler hittar man i regel ett stort antal andra sällsynta och rödlistade arter bland många artgrupper."
234,Svampar,svartprickig lerskivling,Camarophyllopsis atropuncta,Nära hotad NT,,,,,,,,,,,0-0,,Rödlistekriterium 2020: A2c
235,Svampar,stinklerskivling,Hodophilus foetens s.lat.,Nära hotad NT,,,,,,,,,,,0-0,,Rödlistekriterium 2020: A2c; C1
236,Svampar,lerskivling,Camarophyllopsis hymenocephala,Sårbar VU,,,,,,,,,,,0-0,,Rödlistekriterium 2020: A2c+3c
237,Svampar,gulfotad lerskivling,Camarophyllopsis micacea,Nära hotad NT,,,,,,,,,,,0-0,,Rödlistekriterium 2020: A2c+3c+4c
238,Svampar,ljusskivig lerskivling,Camarophyllopsis schulzeri,Nära hotad NT,,,,,,,,,,,P-H,,"Rödlistekriterium 2020: A2c+3c+4c

Signalvärde: Påtagligt-Högt 

Ljusskivig lerskivling växer i gräs på kalkrik lera i ängsmark och naturbetesmark. Troligen fosforkänslig. Ljusskivig lerskivling är hos oss, liksom i övriga Europa, sällsynt eller mycket sällsynt. Den är en mycket bra indikator på värdefulla gräsmarker."
239,Svampar,gulgrå sotdyna,Camarops lutea,Nära hotad NT,,,,,,,,,,,0-0,,Rödlistekriterium 2020: D1
240,Svampar,fingersotdyna,Camarops pugillus,Kunskapsbrist DD,,,,,,,,,,,0-0,,
241,Svampar,gransotdyna,Camarops tubulina,Nära hotad NT,,,,,,,,,,,P-P,,"Rödlistekriterium 2020: A3c+4c; C1

Signalvärde: Påtagligt

Indikerar vanligen områden med grova lågor av gran (eller i södra Sverige ibland även bok) med näringsrika jordar och extra hög luftfuktighet. "
242,Kärlväxter,lindådra,Camelina alyssum,Nationellt utdöd RE,,,,,,,,,,,0-0,,
244,Kärlväxter,oljedådra,Camelina sativa,Nationellt utdöd RE,,,,,,,,,,,0-0,,
245,Kärlväxter,skogsklocka,Campanula cervicaria,Nära hotad NT,,,,,,,8§,,,,0-0,,"Rödlistekriterium 2020: A2b

Skogsklocka (Campanula cervicaria) är fridlyst enligt 8 § i Jämtlands och Västra Götalands län."
246,Kärlväxter,rapunkelklocka,Campanula rapunculus,Sårbar VU,,,,,,,,,,,0-0,,Rödlistekriterium 2020: D1
248,Mossor,svart nervmossa,Campylopus atrovirens,Starkt hotad EN,,,,,,,,,,,0-0,,Rödlistekriterium 2020: D
249,Mossor,fjällnervmossa,Campylopus schimperi,Sårbar VU,,,,,,,,,,,0-0,,Rödlistekriterium 2020: D1
250,Mossor,grusnervmossa,Campylopus subulatus,Sårbar VU,,,,,,,,,,,0-0,,Rödlistekriterium 2020: D1
252,Lavar,alléägglav,Candelariella reflexa,Starkt hotad EN,,,,,,,,,,,0-0,,Rödlistekriterium 2020: A3bc
253,Svampar,svartnande kantarell,Craterellus melanoxeros,Nära hotad NT,,,,,,,,,,,H-H,,"Rödlistekriterium 2020: A2c+3c+4c; C2a(i)

Signalvärde: Högt

Indikerar varma ädellövskogar och lundar på kalkrik mark där det föreligger långvarig kontinuitet av hassel, ibland även av ek, bok eller lind. Sådana områden har alltid höga skyddsvärden och hyser ett stort antal ovanliga och rödlistade arter."
254,Kärlväxter,strandbräsma,Cardamine parviflora,Sårbar VU,,,,,,,8§,,,,0-0,,"Rödlistekriterium 2020: B2ab(i,ii,iii,iv,v)

Strandbräsma (Cardamine parviflora) är fridlyst enligt 8 § i hela landet."
256,Kärlväxter,finnstarr,Carex atherodes,Sårbar VU,,,,,,,8§,,,,0-0,,"Rödlistekriterium 2020: D2

Finnstarr (Carex atherodes) är fridlyst enligt 8 § i hela landet."
258,Kärlväxter,brokstarr,Carex bicolor,Starkt hotad EN,,,,x,,,,,,,P-MH,,"Rödlistekriterium 2020: B2ab(ii,iii,iv,v)

Alpina översilningskärr (7240)

Signalvärde: Påtagligt-Mycket högt"
259,Kärlväxter,hartmansstarr,Carex hartmanii,Sårbar VU,,,,x,,,,,,,H-H,,"Rödlistekriterium 2020: B2ab(iii,v)

Fuktängar (6410)

Signalvärde: Högt

Hartmansstarr är en indikatorart för extremrikkärr, en ofta mycket artrik miljö."
260,Kärlväxter,myrstarr,Carex heleonastes,Sårbar VU,,,,x,,,,,,,H-H,,"Rödlistekriterium 2020: B2ab(i,ii,iii,v)

Svämängar (6450)

Signalvärde: Högt

Myrstarr är en god indikator på värdefulla rikkärrsmiljöer, ofta sådana som fortfarande sköts genom myrslåtter, en miljö som blivit extremt sällsynt."
261,Kärlväxter,kolstarr,Carex holostoma,Nära hotad NT,,,,,"II, IV",,7§,,,,0-0,,"Rödlistekriterium 2020: B1a+2a; D2

Arten är listad i bilaga 2 till art- och habitatdirektivet eftersom den har sådant unionsintresse att särskilda bevarandeområden behöver utses. Arten finns upptagen i bilaga 4 till art- och habitatdirektivet därför att den kräver noggrant skydd.

Kolstarr (Carex holostoma) är fridlyst enligt 7 § i hela landet."
263,Kärlväxter,bågstarr,Carex maritima,Sårbar VU,,,,,,,8§,,,,0-0,,"Rödlistekriterium 2020: A2b; B2ab(ii,iii,v)

Bågstarr (Carex maritima) är fridlyst enligt 8 § i hela landet."
264,Kärlväxter,staggstarr,Carex nardina,Nära hotad NT,,,,,,,,,,,0-0,,Rödlistekriterium 2020: B2a
265,Kärlväxter,trubbstarr,Carex obtusata,Sårbar VU,,,,,,,,,,,0-0,,"Rödlistekriterium 2020: B2ab(ii,iii,v)"
266,Kärlväxter,strandstarr,Carex paleacea,Nära hotad NT,,,,,,,,,,,0-0,,"Rödlistekriterium 2020: B2ab(iii,v)"
268,Kärlväxter,prickstarr,Carex punctata,Nära hotad NT,,,,,,,,,,,0-0,,Rödlistekriterium 2020: B1a+2a; D1
269,Kärlväxter,älvstarr,Carex rhynchophysa,Nära hotad NT,,,,x,,,,,,,0-0,,"Rödlistekriterium 2020: B2a

Svämlövskog (91E0)"
271,Kärlväxter,saltstarr,Carex vacillans,Nära hotad NT,,,,,,,,,,,0-0,,"Rödlistekriterium 2020: B1ab(iii,v)+2ab(iii,v)"
273,Kärlväxter,källgräs,Catabrosa aquatica,Sårbar VU,,,,,,,,,,,P-H,,"Rödlistekriterium 2020: B2ab(ii,iii,v)

Signalvärde: Påtagligt-Högt

En indikatorart för källpåverkade marker, bäckmiljöer och stränder som ofta har höga naturvärden."
274,Lavar,grå jordlav,Catapyrenium psoromoides,Sårbar VU,,,,,,,,,,,0-0,,Rödlistekriterium 2020: D1
275,Svampar,kejsarskivling,Catathelasma imperiale,Sårbar VU,,,,,,,,,,,H-MH,,"Rödlistekriterium 2020: A2c+3c+4c; C2a(i)

Signalvärde: Högt-Mycket högt

Indikerar skogsmiljöer med höga naturvärden. Kräver troligen äldre barrskog med lång trädkontinuitet. "
277,Lavar,liten kalkkollav,Catillaria minuta,Nära hotad NT,,,,,,,,,,,0-0,,Rödlistekriterium 2020: D1
281,Lavar,liten ädellav,Megalaria laureri,Starkt hotad EN,,,,x,,,,,,,MH-MH,,"Rödlistekriterium 2020: C2a(i)

Näringfattig bokskog (9110)

Signalvärde: Mycket högt

Liten ädellav är en mycket exklusiv och sällsynt art som även är en mycket stark signalart på skyddsvärda ädellövskogar. Den är mycket krävande och finns nästan enbart på gamla träd i bokskogar och annan ädellövskog med lång kontinuitet."
283,Lavar,kavernularia,Hypogymnia hultenii,Nära hotad NT,,,,,,,,,,,0-0,,Rödlistekriterium 2020: A2bc+3bc+4bc
284,Svampar,jordskinn,Cejpomyces terrigenus,Kunskapsbrist DD,,,,,,,,,,,0-0,,
286,Kärlväxter,finnklint,Centaurea phrygia subsp. phrygia,Starkt hotad EN,,,,,,,8§,,,,0-0,,"Rödlistekriterium 2020: B2ab(ii,iii,v)

Finnklint (Centaurea phrygia) är fridlyst enligt 8 § i hela landet."
287,Kärlväxter,huvudarun,Centaurium erythraea var. capitatum,Starkt hotad EN,,x,,,,,8§,,,,MH-MH,,"Rödlistekriterium 2020: D

Huvudarun (Centaurium erythraea var. capitatum) är fridlyst enligt 8 § i hela landet.

Signalvärde: Mycket högt

Förekommer endast på norra Öland. Växer på torra-fuktiga, sandiga miljöer. Signalart för hävd."
288,Kärlväxter,bredarun,Centaurium erythraea,Nära hotad NT,,x,,,,,,,,,P-P,,"Rödlistekriterium 2020: B2ab(i,ii,iii,iv,v)

Signalvärde: Påtagligt

Bredarun växer på sandig och öppen mark med sparsam vegetation. Breadrun är en signalart för hävd. "
289,Kärlväxter,stor skogslilja,Cephalanthera damasonium,Sårbar VU,,,,,,,8§,,,,MH-MH,3,"Rödlistekriterium 2020: B1ab(iii,iv,v)+2ab(iii,iv,v); C2a(i)

Orkidéer (samtliga arter i familjerna Orchidaceae och Cypripediaceae utom de som anges i bilaga 1) är fridlysta enligt 8 § i hela landet.

Arten är skyddsklassad vilket innebär att åtkomst till fynduppgifter måste begränsas. Koordinater som pekar ut platser där arten reproducerar sig får inte visas publikt med större noggrannhet än 5 x 5 km.

Signalvärde: Mycket högt"
290,Kärlväxter,röd skogslilja,Cephalanthera rubra,Nära hotad NT,,,,,,,8§,,,,H-H,,"Rödlistekriterium 2020: B2ab(ii,iii)

Orkidéer (samtliga arter i familjerna Orchidaceae och Cypripediaceae utom de som anges i bilaga 1) är fridlysta enligt 8 § i hela landet.

Signalvärde: Högt

Röd skogslilja är en sällsynt orkidé knuten tilI sandig och relativt torr skog, ofta men inte alltid på kalkrik mark. På samma lokaler hittar man i regel ett antal andra sällsynta och rödlistade arter bland flera artgrupper."
291,Mossor,stubbtrådmossa,Fuscocephaloziopsis catenulata,Nära hotad NT,,,,,,,,,,,0-0,,Rödlistekriterium 2020: C2a(i)
293,Mossor,vedtrådmossa,Cephalozia macounii,Akut hotad CR,,,,,II,,8§,,,,0-0,,"Rödlistekriterium 2020: C2a(i)

Arten har enligt art- och habitatdirektivet ett sådant unionsintresse att särskilda bevarandeområden behöver utses. Arten finns
upptagen i bilaga 2 till art- och habitatdirektivet.

Vedtrådmossa (Cephalozia macounii) är fridlyst enligt 8 § i hela landet."
294,Mossor,strandmikromossa,Cephaloziella dentata,Sårbar VU,,,,,,,,,,,0-0,,Rödlistekriterium 2020: D1
295,Mossor,tornmikromossa,Cephaloziella elachista,Nära hotad NT,,,,,,,,,,,0-0,,"Rödlistekriterium 2020: B2ab(ii,iii,v)"
296,Mossor,arktisk mikromossa,Cephaloziella grimsulana,Kunskapsbrist DD,,,,,,,,,,,0-0,,
297,Mossor,kopparmikromossa,Cephaloziella massalongoi,Kunskapsbrist DD,,,,,,,,,,,0-0,,
298,Svampar,laxgröppa,Byssomerulius albostramineus,Sårbar VU,,,,,,,,,,,0-0,,Rödlistekriterium 2020: A2c+3c+4c; C1+2a(i)
300,Svampar,svavelskinn,Rhizochaete sulphurina,Sårbar VU,,,,,,,,,,,0-0,,Rödlistekriterium 2020: D1
301,Kärlväxter,raggarv,Cerastium brachypetalum,Sårbar VU,,,,,,,8§,,,,0-0,,"Rödlistekriterium 2020: B2ab(i,ii,iii,iv,v)

Raggarv (Cerastium brachypetalum) är fridlyst enligt 8 § i hela landet."
303,Svampar,rosenporing,Ceriporia excelsa,Nära hotad NT,,,,,,,,,,,0-0,,Rödlistekriterium 2020: D1
304,Kärlväxter,mjältbräken,Asplenium ceterach,Akut hotad CR,,,,,,,8§,,,,MH-0,3,"Rödlistekriterium 2020: D

Mjältbräken (Asplenium ceterach) är fridlyst enligt 8 § i hela landet.

Arten är skyddsklassad vilket innebär att åtkomst till fynduppgifter måste begränsas. Koordinater som pekar ut platser där arten reproducerar sig får inte visas publikt med större noggrannhet än 5 x 5 km.

Signalvärde: Mycket högt"
305,Lavar,jättesköldlav,Cetrelia olivetorum s.lat.,Akut hotad CR,x,,,,,,8§,,,,0-0,3,"Rödlistekriterium 2020: D

Jättesköldlav (Cetrelia olivetorum) är fridlyst enligt 8 § i hela landet.

Arten är skyddsklassad vilket innebär att åtkomst till fynduppgifter måste begränsas. Koordinater som pekar ut platser där arten reproducerar sig får inte visas publikt med större noggrannhet än 5 x 5 km."
307,Lavar,blekskaftad nållav,Chaenotheca cinerea,Starkt hotad EN,,,,,,,,,,,MH-MH,,"Rödlistekriterium 2020: A3bc+4bc

Signalvärde: Mycket högt

Växer alltid på mycket gamla och grova träd. Samtliga lokaler har en hög luftfuktighet, lång trädkontinuitet och innehåller ofta flera andra rödlistade lavar."
308,Lavar,brunpudrad nållav,Chaenotheca gracillima,Nära hotad NT,,,,x,,,,,,,P-H,,"Rödlistekriterium 2020: A2bc+3c+4c

Taiga (9010)

Signalvärde: Påtagligt-Högt 

Indikerar hög och jämn luftfuktighet i miljöer med långvarig kontinuitet av död ved."
309,Lavar,parknål,Chaenotheca hispidula,Nära hotad NT,,,,,,,,,,,0-0,,Rödlistekriterium 2020: A2bc+3bc+4bc
310,Lavar,nordlig nållav,Chaenotheca laevigata,Nära hotad NT,,,,,,,,,,,P-H,,"Rödlistekriterium 2020: A2bc+3bc+4bc

Signalvärde: Påtagligt-Högt

Indikerar skog där det funnits en ständig rik tillgång på död ved i olika nedbrytningsstadier. "
314,Lavar,vitskaftad svartspik,Chaenothecopsis viridialba,Nära hotad NT,,,,x,,,,,,,P-H,,"Rödlistekriterium 2020: A2bc+3bc+4bc

Taiga (9010)

Signalvärde: Påtagligt-Högt

Vitskaftad svartspik signalerar alltid höga naturvärden och på lokalerna förekommer vanligen många andra ovanliga och rödlistade arter. Arten kräver lång trädkontinuitet och förekomst av gamla träd, samt ett konstant fuktigt mikroklimat. Den kan, om humiditeten är tillräckligt hög, ibland finnas kvar i mycket små restfragment av ursprunglig naturskog, till exempel på enstaka träd och trädgrupper i myrkanter och sumpskogar."
317,Kärlväxter,rysskörvel,Chaerophyllum prescottii,Sårbar VU,,,,,,,,,,,0-0,,"Rödlistekriterium 2020: B1ab(i,ii,iii,iv)+2ab(i,ii,iii,iv); C2a(i)"
318,Svampar,bågknotterskinn,Chaetoporellus curvisporus,Sårbar VU,,,,,,,,,,,0-0,,Rödlistekriterium 2020: D1
319,Kärlväxter,finnmyrten,Chamaedaphne calyculata,Nära hotad NT,,,,,,,,,,,0-0,,Rödlistekriterium 2020: B2a
320,Svampar,droppskivling,Chamaemyces fracidus,Starkt hotad EN,,,,,,,,,,,0-0,,Rödlistekriterium 2020: C2a(i)
321,Svampar,blåtryffel,Chamonixia caespitosa,Sårbar VU,,,,,,,,,,,H-MH,,"Rödlistekriterium 2020: A2c; C2a(i)

Signalvärde: Högt-Mycket högt

Indikerar ett granskogsekosystem med långvarig kontinuitet. Arter är extremt känslig för uttorkning och tål ingen avverkning som kan ändra fuktighetsklimatet."
323,Alger,bauersträfse,Chara baueri,Nationellt utdöd RE,,,,,,,,,,,0-0,,
324,Alger,barklöst sträfse,Chara braunii,Nära hotad NT,x,,,,,,,,,,0-0,,"Rödlistekriterium 2020: B2ab(ii,iii,iv,v)"
326,Alger,tuvsträfse,Chara connivens,Nära hotad NT,x,,,,,,,,,,0-0,,Rödlistekriterium 2020: B1a
327,Alger,trådsträfse,Chara filiformis,Akut hotad CR,x,,,,,,,,,,0-0,,"Rödlistekriterium 2020: B1ab(ii,iii,v)+2ab(ii,iii,v)"
329,Alger,raggsträfse,Chara horrida,Nära hotad NT,x,,,,,,,,,,0-0,,"Rödlistekriterium 2020: B2ab(ii,iii,iv,v)"
332,Alger,spretsträfse,Chara rudis,Sårbar VU,x,,,,,,,,,,0-0,,"Rödlistekriterium 2020: B2ab(ii,iii,iv,v)"
333,Alger,skäggsträfse,Chara strigosa,Nära hotad NT,,,,x,,,,,,,0-0,,"Rödlistekriterium 2020: B2b(ii,iii,iv,v)

Kransalgsjöar (3140)"
336,Lavar,solfjäderlav,Cheiromycina flabelliformis,Nära hotad NT,,,,,,,,,,,0-0,,Rödlistekriterium 2020: A2bc+3bc+4bc
337,Kärlväxter,gatmålla,Chenopodiastrum murale,Akut hotad CR,,,,,,,8§,,,,0-0,,"Rödlistekriterium 2020: D

Gatmålla (Chenopodium murale) är fridlyst enligt 8 § i hela landet."
338,Kärlväxter,bymålla,Oxybasis urbica,Nationellt utdöd RE,,,,,,,,,,,0-0,,
339,Kärlväxter,stinkmålla,Chenopodium vulvaria,Starkt hotad EN,x,,,,,,8§,,,,0-0,,"Rödlistekriterium 2020: D

Stinkmålla (Chenopodium vulvaria) är fridlyst enligt 8 § i hela landet."
340,Kärlväxter,ryl,Chimaphila umbellata,Starkt hotad EN,,,,x,,,,,,,H-H,,"Rödlistekriterium 2020: A2abc

Trädklädda dyner (2180)

Signalvärde: Högt

Ryl är knuten till kalkrika biotoper i ljusa och öppna barrskogar, oftast tallskogar på kalkhaltig sand, men även i områden med annan basisk berggrund som grönsten. Samma lokaler hyser ofta många andra sällsynta och hotade arter."
344,Mossor,forsmossa,Cinclidotus fontinaloides,Nära hotad NT,,,,x,,,,,,,0-0,,"Rödlistekriterium 2020: D1

Svämädellövskog (91F0)"
345,Kärlväxter,sötgräs,Cinna latifolia,Nära hotad NT,x,,,,"II, IV",,7§,,,,0-0,,"Rödlistekriterium 2020: B2b(iii,v)

Arten är listad i bilaga 2 till art- och habitatdirektivet eftersom den har sådant unionsintresse att särskilda bevarandeområden behöver utses. Arten finns upptagen i bilaga 4 till art- och habitatdirektivet därför att den kräver noggrant skydd.

Sötgräs (Cinna latifolia) är fridlyst enligt 7 § i hela landet."
347,Mossor,alpin hårgräsmossa,Brachythecium cirrosum,Starkt hotad EN,,,,,,,,,,,0-0,,"Rödlistekriterium 2020: B2ab(ii,iii,v); C2a(i)"
349,Mossor,späd hårgräsmossa,Brachythecium tommasinii,Nära hotad NT,,,,,,,,,,,0-0,,Rödlistekriterium 2020: D1
351,Kärlväxter,bäcktistel,Cirsium rivulare,Nationellt utdöd RE,,,,,,,,,,,0-0,,
352,Lavar,torvbägarlav,Cladonia incrassata,Nära hotad NT,,,,,,,,,,,0-0,,Rödlistekriterium 2020: A2bc+3bc+4bc
353,Lavar,dvärgbägarlav,Cladonia parasitica,Nära hotad NT,,,,x,,,,,,,L-P,,"Rödlistekriterium 2020: A2bc+3bc+4bc

Taiga (9010)

Signalvärde: Lågt-Påtagligt

Indikerar kontinuitet av död ved i olika nedbrytningsstadier, oftast i ljus, öppen skog eller trädklädd betesmark."
354,Lavar,huvudbägarlav,Cladonia peziziformis,Starkt hotad EN,,,,,,,,,,,0-0,,Rödlistekriterium 2020: D
355,Lavar,mångfruktig bägarlav,Cladonia polycarpoides,Sårbar VU,,,,,,,,,,,0-0,,Rödlistekriterium 2020: D1
356,Lavar,labyrintlav,Claurouxia chalybeioides,Nära hotad NT,,,,,,,,,,,0-0,,Rödlistekriterium 2020: D1
359,Svampar,rökfingersvamp,Clavaria fumosa,Nära hotad NT,,,,,,,,,,,P-H,,"Rödlistekriterium 2020: A2c+3c+4c

Signalvärde: Påtagligt-Högt 

Rökfingersvamp växer i naturbetes- och slåttermark, främst men inte uteslutande på kalkrik mark. Den förekommer sällsynt även i hagmark, rikare ädellöv- och blandskogar. Den är ganska sällsynt och oftast finns bara en eller ett par fruktkroppar på varje lokal. In ängs- och betesmark är den en mycket god indikator på gräsmarker med höga naturvärden.  När den förekommer i skog  indikerar den speciella markförhållanden och ett fuktigt mikroklimat och är en god signal på skog med höga naturvärden. Alla former av avverkning och utglesning av träd och buskar innebär ett hot och lokalerna bör skyddas."
